group,category,subject,source_urls
2年,学年別,心理学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,文化人類学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,科学史A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,社会学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,文学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,法学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,哲学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,美術A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,歴史学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,地理学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,社会思想史A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,倫理学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,憲法,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,情報処理演習第一（留学生）,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,物理学概論第三,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,現代数学入門A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,現代数学入門B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,化学とエネルギー,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,確率統計,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,確率統計（再履）,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,論理設計学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,計測工学概論,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,工学基礎数学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,総合コミュニケーション科学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,政治学A,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,キャリアデザイン,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,コンピュータネットワーク,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,基礎情報通信,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,電磁気学第一,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,電磁気学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,電磁気学および演習,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,機械計測工学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,分子生物学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,社会情報論,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,統計学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,論理回路学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,基礎電子回路,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,独語運用演習,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,仏語運用演習,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,露語運用演習,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,中国語運用演習,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,韓国朝鮮語運用演習,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,無機化学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,基礎物理化学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,品質管理第一,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,数値計算,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,アルゴリズム論第一,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,計算機アーキテクチャー,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,数理統計,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,心理学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,哲学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,音楽B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,地理学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,倫理学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,美術B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,科学史B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,経済学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,法学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,文学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,社会学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,文化人類学B,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,生産管理,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,回路システム学第一,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,メカノデザイン,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,生物学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,材料化学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,宇宙・地球科学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,オペレーションズ・リサーチ基礎,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,形式言語理論,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,材料力学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,機械力学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,応用数学第一,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,理工学基礎実験,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
2年,学年別,基礎電子工学,https://kyoumu.office.uec.ac.jp/timet/A3.pdf;https://kyoumu.office.uec.ac.jp/timet/English3.pdf;https://kyoumu.office.uec.ac.jp/timet/A4.pdf;https://kyoumu.office.uec.ac.jp/timet/English4.pdf;https://kyoumu.office.uec.ac.jp/timet/B3.pdf;https://kyoumu.office.uec.ac.jp/timet/B4.pdf
