admission_year,cluster,course,subject,subject_code,credits,requirement_type,category_path,eligible_years,remarks,source_pdf,source_page,source_url
2026,Ⅰ類（情報系）,コンピュータサイエンス,微分積分学第一,MTHlOlz,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],修得した単位は共通 ＞単位とする。 ，,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,微分積分学第二,MTH20lz,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,線形代数学第一,MTH102z,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,線形代数学第二,MTH202z,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,解析学,MTH203z,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,数学演習第一,MTH103z,1,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,数学演習第二,MTH204z,1,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,物理学概論第一,PHY102z,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,化学概論第一,CHM102z,2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,基礎プログフミングおよび演習,"(:(M"" I",2,必修,理 数 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,物理学演刃第一,I I- I,1,未判定,理 数 基 礎 科 目 / 科選 目択,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,物 産 論第＿,I I- -02z,2,未判定,理 数 基 礎 科 目 / 科選 目択,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,物 星演｀第＿,li z,1,未判定,理 数 基 礎 科 目 / 科選 目択,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,ヒ塵概論第二,CHM2 3z,2,未判定,理 数 基 礎 科 目 / 科選 目択,[],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,離散数学,MTH205d,2,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,確率論,MTH303d,2,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,計算機通論,COM301d,2,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,諭理設計学,COM302d,2,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,プログラミング通論,COM303d,2,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,情報領域演習第一,COM202d,1,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[1],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,情報領域涼習第二,COM304d,1,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,情報領域演習第一,COM401d,1,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,アルゴリズム論第一,COM402d,2,必修,類 共 通 基 礎 科 目 / 必 修 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,電気・電子回路,ELE301d,2,選択,類 共 通 基 礎 科 目 / 選 択 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,複素関数論,MTH304d,2,選択,類 共 通 基 礎 科 目 / 選 択 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,統計学,,2,選択,類 共 通 基 礎 科 目 / 選 択 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,応用数学第一,,2,選択,類 共 通 基 礎 科 目 / 選 択 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
2026,Ⅰ類（情報系）,コンピュータサイエンス,コンピュータネットワーク,し Muo,2,選択,類 共 通 基 礎 科 目 / 選 択 科 目,[2],,youran2026-gakuiki.pdf,106,https://kyoumu.office.uec.ac.jp/youran/youran2026-gakuiki.pdf#page=106
