admission_year,cluster,course,category,credits,source_pdf,source_page,source_url
2021,Ⅲ類（理工系）,化学生命工学,総 合 文 化 科 目 / 上級科目 / 上級科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,総 合 文 化 科 目 / 小 計 / 小 計,27,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,実 践 教 育 科 目 / 初年次導入科目 / 初年次導入科目,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,実 践 教 育 科 目 / 倫理・キャリア教育科目 / 倫理・キャリア教育科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,実 践 教 育 科 目 / 技術英語科目 / 技術英語科目,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,実 践 教 育 科 目 / 小 計 / 小 計,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 理数基礎科目 / 理数基礎科目,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,15,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,17,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,11,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,11,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,13,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,18,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,18,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 必修,15,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,9,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択必修,6,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 基 類 礎 共 科 通 目 / 選択,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,専 門 科 目 / 類 専 門 科 目 / 必修,20,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,専 門 科 目 / 類 専 門 科 目 / 必修,12,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 類 専 門 科 目 / 必修,22,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 類 専 門 科 目 / 必修,22,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 類 専 門 科 目 / 必修,31,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,専 門 科 目 / 類 専 門 科 目 / 必修,30,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,専 門 科 目 / 類 専 門 科 目 / 必修,31,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,専 門 科 目 / 類 専 門 科 目 / 必修,31,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,専 門 科 目 / 類 専 門 科 目 / 必修,34,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 類 専 門 科 目 / 必修,31,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 類 専 門 科 目 / 必修,32,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 類 専 門 科 目 / 選択必修,12,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 類 専 門 科 目 / 選択必修,12,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 類 専 門 科 目 / 選択必修,12,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,専 門 科 目 / 類 専 門 科 目 / 選択必修,12,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,専 門 科 目 / 類 専 門 科 目 / 選択必修,9,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 類 専 門 科 目 / 選択必修,5,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 類 専 門 科 目 / 選択必修,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,専 門 科 目 / 類 専 門 科 目 / 選択,16,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,専 門 科 目 / 類 専 門 科 目 / 選択,30,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 類 専 門 科 目 / 選択,10,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 類 専 門 科 目 / 選択,10,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 類 専 門 科 目 / 選択,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,先端ロボティクス,専 門 科 目 / 類 専 門 科 目 / 選択,8,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,機械システム,専 門 科 目 / 類 専 門 科 目 / 選択,4,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,電子工学,専 門 科 目 / 類 専 門 科 目 / 選択,14,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,光工学,専 門 科 目 / 類 専 門 科 目 / 選択,12,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,物理工学,専 門 科 目 / 類 専 門 科 目 / 選択,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅲ類（理工系）,化学生命工学,専 門 科 目 / 類 専 門 科 目 / 選択,2,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅰ類（情報系）,コンピュータサイエンス,専 門 科 目 / 小 計 / 小 計,79,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,セキュリティ情報学,専 門 科 目 / 小 計 / 小 計,81,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,情報通信工学,専 門 科 目 / 小 計 / 小 計,88,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,電子情報学,専 門 科 目 / 小 計 / 小 計,88,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
2021,Ⅱ類（融合系）,計測・制御システム,専 門 科 目 / 小 計 / 小 計,86,youran2021-gakuiki.pdf,25,https://kyoumu.office.uec.ac.jp/youran/youran2021-gakuiki.pdf#page=25
